hersteller,modell,generation,fahrzeugbezeichnung,baujahr,kraftstoffart,verbrauch_l_pro_100_km,tankgroesse_1,adac_url,adac_modell_url,adac_generation_url
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 RedArt Edition (02/17 - 05/18),2017,Super,6.5,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/274489/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 AMG Line 9G-TRONIC (04/16 - 05/18),2016,Super,5.9,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251720/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,V-Klasse,447 Facelift,Mercedes-Benz V 220 d kompakt Special Edition Style 9G-TRONIC (ab 07/25),2025,Diesel,7.2,70.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift-2/344705/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift-2/
Mercedes-Benz,SLK-Klasse,172,Mercedes-Benz SLK 200 (04/15 - 01/16),2015,Super,6.5,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/172/245977/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/172/
Mercedes-Benz,SLK-Klasse,172,Mercedes-Benz SLK 200 Edition 1 (01/11 - 12/11),2011,Super,6.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/172/274503/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 AMG Line (06/18 - 05/19),2018,Super,7.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/291975/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 300 AMG Line 9G-TRONIC (06/18 - 05/19),2018,Super Plus,7.9,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/291973/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,V-Klasse,447 Facelift,Mercedes-Benz V 220 d kompakt Style 9G-TRONIC (ab 07/25),2025,Diesel,7.1,70.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift-2/344648/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift-2/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 250 d 9G-TRONIC (04/16 - 04/17),2016,Diesel,4.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251713/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 300 Final Edition 9G-TRONIC (03/19 - 05/19),2019,Super Plus,7.9,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/297608/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 250 d AMG Line 9G-TRONIC (04/16 - 04/17),2016,Diesel,4.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251722/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLK-Klasse,172,Mercedes-Benz SLK 200 9G-TRONIC (04/15 - 01/16),2015,Super,6.6,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/172/245978/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 (04/16 - 05/18),2016,Super,6.1,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251711/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 9G-TRONIC (04/16 - 05/18),2016,Super,5.9,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251716/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 RedArt Edition 9G-TRONIC (02/17 - 05/18),2017,Super,5.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/274488/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 RedArt Edition (02/17 - 05/18),2017,Super,5.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/274487/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 AMG Line 9G-TRONIC (06/18 - 02/19),2018,Super,7.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/291971/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 300 9G-TRONIC (05/19 - 07/20),2019,Super Plus,7.8,70.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/301858/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 9G-TRONIC (06/18 - 05/19),2018,Super,7.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/290489/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 (05/19 - 07/20),2019,Super,7.1,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/301852/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 (04/16 - 05/18),2016,Super,5.6,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251710/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 300 AMG Line 9G-TRONIC (04/16 - 05/18),2016,Super Plus,6.0,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251721/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 300 9G-TRONIC (04/16 - 05/18),2016,Super Plus,5.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251712/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 AMG Line (04/16 - 05/18),2016,Super,6.5,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251719/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 AMG Line 9G-TRONIC (05/19 - 07/20),2019,Super,7.7,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/301855/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 320 Final Edition Automatik (02/03 - 01/04),2003,Super,10.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/112985/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 RedArt Edition 9G-TRONIC (02/17 - 05/18),2017,Super,5.9,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/274490/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 300 AMG Line 9G-TRONIC (05/19 - 07/20),2019,Super Plus,7.9,70.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/301859/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 230 Kompressor Special Edition (04/02 - 03/03),2002,Super,10.1,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/110014/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 AMG Line (05/19 - 07/20),2019,Super,7.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/301854/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 230 Kompressor Special Edition Automatik (04/02 - 03/03),2002,Super,9.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/110015/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 320 Special Edition (04/02 - 03/03),2002,Super,11.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/110016/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 RedArt Edition AMG Line (02/17 - 05/18),2017,Super,5.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/274494/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 RedArt Edition AMG Line 9G-TRONIC (02/17 - 05/18),2017,Super,5.9,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/274497/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 AMG Line 9G-TRONIC (06/18 - 05/19),2018,Super,7.7,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/290490/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 230 Kompressor Automatik (03/00 - 01/04),2000,Super,9.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/991247/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 320 Automatik (03/00 - 01/04),2000,Super,10.4,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/991246/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 AMG Line (04/16 - 05/18),2016,Super,5.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251717/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 320 (03/00 - 01/04),2000,Super,10.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/991245/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 RedArt Edition AMG Line 9G-TRONIC (02/17 - 05/18),2017,Super,5.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/274495/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 200 9G-TRONIC (05/19 - 07/20),2019,Super,7.3,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/301853/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 (06/18 - 02/19),2018,Super,6.7,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/291968/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 200 Kompressor (03/00 - 01/04),2000,Super,9.5,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/991243/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 200 Kompressor Automatik (03/00 - 01/04),2000,Super,9.2,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/991244/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 320 Final Edition (02/03 - 01/04),2003,Super,10.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/112984/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 200 Kompressor Final Edition (02/03 - 01/04),2003,Super,9.5,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/112980/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,V-Klasse,447 Facelift,Mercedes-Benz V 300 d extralang Avantgarde Edition 2021 9G-TRONIC (02/21 - 02/22),2021,Diesel,7.5,57.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/320666/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 9G-TRONIC (04/16 - 05/18),2016,Super,5.6,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251715/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 AMG Line 9G-TRONIC (04/16 - 05/18),2016,Super,5.8,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/251718/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 9G-TRONIC (06/18 - 02/19),2018,Super,7.0,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/291969/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 200 Kompressor Special Edition (04/02 - 03/03),2002,Super,9.9,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/110012/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 200 Kompressor Special Edition Automatik (04/02 - 03/03),2002,Super,9.6,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/110013/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 230 Kompressor Final Edition (02/03 - 01/04),2003,Super,9.7,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/112982/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,V-Klasse,447 Facelift,Mercedes-Benz V 300 d extralang Edition 2021 4MATIC 9G-TRONIC (02/21 - 02/22),2021,Diesel,8.0,57.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/320685/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/
Mercedes-Benz,SLC,172,Mercedes-Benz SLC 180 AMG Line (06/18 - 02/19),2018,Super,7.0,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/291970/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slc/172/
Mercedes-Benz,V-Klasse,447 Facelift,Mercedes-Benz V 300 d extralang Avantgarde Edition 2023 9G-TRONIC (06/22 - 01/24),2022,Diesel,7.5,57.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/325038/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 200 Kompressor Final Edition Automatik (02/03 - 01/04),2003,Super,9.2,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/112981/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,V-Klasse,447 Facelift,Mercedes-Benz V 300 d extralang Avantgarde 9G-TRONIC (02/21 - 01/24),2021,Diesel,7.5,57.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/320620/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/
Mercedes-Benz,SLK-Klasse,170 Facelift,Mercedes-Benz SLK 320 Special Edition Automatik (04/02 - 03/03),2002,Super,10.6,60.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/110017/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/slk-klasse/170-facelift/
Mercedes-Benz,V-Klasse,447 Facelift,Mercedes-Benz V 300 d extralang Edition 2021 9G-TRONIC (02/21 - 02/22),2021,Diesel,7.5,57.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/320684/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/
Mercedes-Benz,V-Klasse,447 Facelift,Mercedes-Benz V 250 d extralang Avantgarde Edition 4MATIC 9G-TRONIC (03/21 - 01/24),2021,Diesel,8.0,57.0,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/320637/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/,https://www.adac.de/rund-ums-fahrzeug/autokatalog/marken-modelle/mercedes-benz/v-klasse/447-facelift/
